target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
P50053,L2,48095,944,EF5%,3.6225,14.8078,+11.1853
P50053,L2,48095,944,AUROC,0.7585,0.9683,+0.2098
P50406,L2,2851,56,EF1%,14.0443,36.8664,+22.8220
P50406,L2,2851,56,EF5%,13.1727,14.9528,+1.7801
P50406,L2,2851,56,AUROC,0.9170,0.9602,+0.0432
P50613,L2,8912,175,EF1%,33.9505,32.8188,-1.1317
P50613,L2,8912,175,EF5%,13.2453,11.6467,-1.5986
P50613,L2,8912,175,AUROC,0.9451,0.9540,+0.0088
P50750,L2,9773,192,EF1%,33.2415,29.0863,-4.1552
P50750,L2,9773,192,EF5%,10.5133,13.1156,+2.6023
P50750,L2,9773,192,AUROC,0.8844,0.9341,+0.0497
P51449,L2,2444,48,EF1%,50.9167,36.6600,-14.2567
P51449,L2,2444,48,EF5%,17.8001,17.8001,+0.0000
P51449,L2,2444,48,AUROC,0.9881,0.9860,-0.0021
P51531,L2,4686,92,EF1%,2.1674,3.2512,+1.0837
P51531,L2,4686,92,EF5%,3.0344,2.8177,-0.2167
P51531,L2,4686,92,AUROC,0.6631,0.4833,-0.1798
P51532,L2,4181,82,EF1%,6.0700,3.6420,-2.4280
P51532,L2,4181,82,EF5%,3.6420,2.9136,-0.7284
P51532,L2,4181,82,AUROC,0.3389,0.5137,+0.1748
P51617,L2,2191,43,EF1%,27.7928,6.9482,-20.8446
P51617,L2,2191,43,EF5%,18.5285,14.8228,-3.7057
P51617,L2,2191,43,AUROC,0.9635,0.9571,-0.0064
P51813,L2,2139,42,EF1%,41.6688,41.6688,+0.0000
P51813,L2,2139,42,EF5%,19.0387,18.0868,-0.9519
P51813,L2,2139,42,AUROC,0.9622,0.9614,-0.0008
P52333,L2,36948,725,EF1%,42.5608,42.2853,-0.2755
P52333,L2,36948,725,EF5%,17.5391,18.0631,+0.5240
P52333,L2,36948,725,AUROC,0.9595,0.9785,+0.0190
P52895,L2,612,12,EF1%,0.0000,0.0000,+0.0000
P52895,L2,612,12,EF5%,3.2903,6.5806,+3.2903
P52895,L2,612,12,AUROC,0.7327,0.8789,+0.1462
P53350,L2,5449,107,EF1%,1.8518,11.1110,+9.2591
P53350,L2,5449,107,EF5%,2.7981,16.2289,+13.4308
P53350,L2,5449,107,AUROC,0.9138,0.9629,+0.0492
P53396,L2,3008,59,EF1%,50.9831,50.9831,+0.0000
P53396,L2,3008,59,EF5%,18.5700,18.9076,+0.3376
P53396,L2,3008,59,AUROC,0.9885,0.9929,+0.0044
P53634,L2,21144,415,EF1%,42.5379,46.6235,+4.0856
P53634,L2,21144,415,EF5%,10.4018,13.1948,+2.7931
P53634,L2,21144,415,AUROC,0.8238,0.8576,+0.0338
P53667,L2,3159,62,EF1%,4.7767,49.3594,+44.5827
P53667,L2,3159,62,EF5%,7.7395,19.0262,+11.2867
P53667,L2,3159,62,AUROC,0.9274,0.9880,+0.0606
P53671,L2,3363,66,EF1%,31.4719,50.9545,+19.4826
P53671,L2,3363,66,EF5%,19.5979,19.2964,-0.3015
P53671,L2,3363,66,AUROC,0.9921,0.9893,-0.0028
P53779,L2,3310,65,EF1%,4.4932,37.4434,+32.9502
P53779,L2,3310,65,EF5%,10.4300,13.1909,+2.7609
P53779,L2,3310,65,AUROC,0.8951,0.8575,-0.0376
P54646,L2,712,14,EF1%,6.3571,0.0000,-6.3571
P54646,L2,712,14,EF5%,1.4127,1.4127,+0.0000
P54646,L2,712,14,AUROC,0.3622,0.5245,+0.1622
P55055,L2,611,12,EF1%,50.9167,50.9167,+0.0000
P55055,L2,611,12,EF5%,18.0672,16.4247,-1.6425
P55055,L2,611,12,AUROC,0.9773,0.9354,-0.0419
P56373,L2,1377,27,EF1%,3.6429,10.9286,+7.2857
P56373,L2,1377,27,EF5%,0.7391,2.9565,+2.2174
P56373,L2,1377,27,AUROC,0.4837,0.8311,+0.3474
P56524,L2,866,17,EF1%,50.9412,45.2810,-5.6601
P56524,L2,866,17,EF5%,17.3663,18.5241,+1.1578
P56524,L2,866,17,AUROC,0.9717,0.9924,+0.0207
P56817,L2,17932,352,EF1%,50.9432,17.5471,-33.3961
P56817,L2,17932,352,EF5%,18.9120,12.3240,-6.5880
P56817,L2,17932,352,AUROC,0.9628,0.9234,-0.0394
P61073,L2,2651,52,EF1%,20.7699,16.9936,-3.7764
P61073,L2,2651,52,EF5%,13.7993,11.8827,-1.9166
P61073,L2,2651,52,AUROC,0.9424,0.8778,-0.0646
P61964,L2,2599,51,EF1%,27.4404,47.0407,+19.6003
P61964,L2,2599,51,EF5%,13.7202,18.0323,+4.3121
P61964,L2,2599,51,AUROC,0.9564,0.9876,+0.0312
P62937,L2,5143,100,EF1%,48.4629,51.4300,+2.9671
P62937,L2,5143,100,EF5%,19.5354,19.5354,+0.0000
P62937,L2,5143,100,AUROC,0.9945,0.9898,-0.0047
P68400,L2,11258,221,EF1%,47.3347,50.9412,+3.6065
P68400,L2,11258,221,EF5%,15.9248,15.7438,-0.1810
P68400,L2,11258,221,AUROC,0.9198,0.9234,+0.0036
P69996,L2,560,11,EF1%,0.0000,50.9091,+50.9091
P69996,L2,560,11,EF5%,5.4545,18.1818,+12.7273
P69996,L2,560,11,AUROC,0.7277,0.9950,+0.2673
P78527,L2,32194,632,EF1%,29.8995,38.7586,+8.8591
P78527,L2,32194,632,EF5%,10.4727,18.6990,+8.2263
P78527,L2,32194,632,AUROC,0.9294,0.9891,+0.0597
P80192,L2,2956,58,EF1%,0.0000,10.1931,+10.1931
P80192,L2,2956,58,EF5%,12.0527,13.0857,+1.0331
P80192,L2,2956,58,AUROC,0.9258,0.9093,-0.0165
P80457,L2,1581,31,EF1%,47.8125,47.8125,+0.0000
P80457,L2,1581,31,EF5%,17.8500,13.3875,-4.4625
P80457,L2,1581,31,AUROC,0.9721,0.9465,-0.0257
P97612,L2,611,12,EF1%,21.8214,21.8214,+0.0000
P97612,L2,611,12,EF5%,13.1398,14.7823,+1.6425
P97612,L2,611,12,AUROC,0.9715,0.9770,+0.0055
P98170,L2,10684,200,EF1%,51.4230,52.9207,+1.4978
P98170,L2,10684,200,EF5%,19.8702,19.8702,+0.0000
P98170,L2,10684,200,AUROC,0.9974,0.9989,+0.0014
P9WGR1,L2,608,12,EF1%,7.2381,21.7143,+14.4762
P9WGR1,L2,608,12,EF5%,3.2688,9.8065,+6.5376
P9WGR1,L2,608,12,AUROC,0.5580,0.9372,+0.3791
Q00534,L2,55593,1091,EF1%,22.0870,18.9710,-3.1160
Q00534,L2,55593,1091,EF5%,9.6780,7.3868,-2.2912
Q00534,L2,55593,1091,AUROC,0.8948,0.8650,-0.0298
Q00535,L2,2037,40,EF1%,14.5500,9.7000,-4.8500
Q00535,L2,2037,40,EF5%,13.4801,9.4860,-3.9941
Q00535,L2,2037,40,AUROC,0.9684,0.9344,-0.0340
Q00536,L2,1731,34,EF1%,11.3137,22.6275,+11.3137
Q00536,L2,1731,34,EF5%,15.8002,16.3854,+0.5852
Q00536,L2,1731,34,AUROC,0.9643,0.9778,+0.0135
Q00960,L2,3516,69,EF1%,11.3237,14.1546,+2.8309
Q00960,L2,3516,69,EF5%,11.2915,14.7658,+3.4743
Q00960,L2,3516,69,AUROC,0.8635,0.8788,+0.0154
Q00987,L2,3311,65,EF1%,50.9385,50.9385,+0.0000
Q00987,L2,3311,65,EF5%,17.7978,18.4115,+0.6137
Q00987,L2,3311,65,AUROC,0.9687,0.9943,+0.0256
Q01064,L2,35350,694,EF1%,0.7194,5.7555,+5.0361
Q01064,L2,35350,694,EF5%,0.2593,5.7332,+5.4740
Q01064,L2,35350,694,AUROC,0.5120,0.8370,+0.3250
Q01959,L2,1274,25,EF1%,35.2800,47.0400,+11.7600
Q01959,L2,1274,25,EF5%,13.5362,17.5175,+3.9812
Q01959,L2,1274,25,AUROC,0.9289,0.9528,+0.0239
Q02127,L2,5506,108,EF1%,4.5519,5.4623,+0.9104
Q02127,L2,5506,108,EF5%,1.4777,3.5096,+2.0319
Q02127,L2,5506,108,AUROC,0.6053,0.7885,+0.1832
Q02750,L2,662,13,EF1%,43.6484,50.9231,+7.2747
Q02750,L2,662,13,EF5%,17.9729,19.4706,+1.4977
Q02750,L2,662,13,AUROC,0.9951,0.9995,+0.0044
Q03111,L2,5092,100,EF1%,11.9812,9.9843,-1.9969
Q03111,L2,5092,100,EF5%,4.1934,7.9875,+3.7940
Q03111,L2,5092,100,AUROC,0.4308,0.9163,+0.4855
Q04609,L2,5146,99,EF1%,51.9798,51.9798,+0.0000
Q04609,L2,5146,99,EF5%,19.7443,19.3413,-0.4029
Q04609,L2,5146,99,AUROC,0.9935,0.9928,-0.0007
Q04759,L2,1887,37,EF1%,34.8947,37.5789,+2.6842
Q04759,L2,1887,37,EF5%,16.1053,13.9579,-2.1474
Q04759,L2,1887,37,AUROC,0.9773,0.9515,-0.0258
Q04771,L2,2038,40,EF1%,41.2452,46.0976,+4.8524
Q04771,L2,2038,40,EF5%,15.9843,16.9833,+0.9990
Q04771,L2,2038,40,AUROC,0.8872,0.8705,-0.0168
Q04828,L2,916,18,EF1%,0.0000,0.0000,+0.0000
Q04828,L2,916,18,EF5%,5.5314,4.4251,-1.1063
Q04828,L2,916,18,AUROC,0.7442,0.7390,-0.0051
Q05397,L2,18797,369,EF1%,21.6768,18.6962,-2.9806
Q05397,L2,18797,369,EF5%,13.4396,10.1339,-3.3057
Q05397,L2,18797,369,AUROC,0.9565,0.8722,-0.0843
Q06124,L2,24805,487,EF1%,50.9343,50.7297,-0.2046
Q06124,L2,24805,487,EF5%,19.4544,19.6185,+0.1642
Q06124,L2,24805,487,AUROC,0.9846,0.9960,+0.0114
Q06187,L2,49767,977,EF1%,46.6426,50.1203,+3.4777
Q06187,L2,49767,977,EF5%,19.6673,19.7492,+0.0819
Q06187,L2,49767,977,AUROC,0.9954,0.9969,+0.0015
Q07343,L2,9576,188,EF1%,15.3870,15.9176,+0.5306
Q07343,L2,9576,188,EF5%,9.0388,9.1451,+0.1063
Q07343,L2,9576,188,AUROC,0.8978,0.9163,+0.0185
Q07817,L2,19209,377,EF1%,49.6322,46.9922,-2.6400
Q07817,L2,19209,377,EF5%,19.9886,19.8295,-0.1591
Q07817,L2,19209,377,AUROC,0.9995,0.9970,-0.0026
Q07820,L2,5455,107,EF1%,50.9813,50.9813,+0.0000
Q07820,L2,5455,107,EF5%,12.6986,14.1926,+1.4940
Q07820,L2,5455,107,AUROC,0.8735,0.9379,+0.0644
Q07889,L2,30112,590,EF1%,9.8019,10.3089,+0.5070
Q07889,L2,30112,590,EF5%,7.8284,9.8279,+1.9995
Q07889,L2,30112,590,AUROC,0.9338,0.9260,-0.0078
Q08210,L2,3364,66,EF1%,1.4991,2.9982,+1.4991
Q08210,L2,3364,66,EF5%,0.3016,5.4287,+5.1271
Q08210,L2,3364,66,AUROC,0.4982,0.8942,+0.3961
Q08345,L2,17215,338,EF1%,31.2069,35.3285,+4.1217
Q08345,L2,17215,338,EF5%,12.3633,13.5464,+1.1831
Q08345,L2,17215,338,AUROC,0.9232,0.9388,+0.0156
Q08499,L2,10902,214,EF1%,25.9351,25.4720,-0.4631
Q08499,L2,10902,214,EF5%,12.9692,14.7420,+1.7728
Q08499,L2,10902,214,AUROC,0.9223,0.9472,+0.0249
Q09472,L2,5707,112,EF1%,30.7489,50.9554,+20.2064
Q09472,L2,5707,112,EF5%,6.7703,14.4314,+7.6611
Q09472,L2,5707,112,AUROC,0.7403,0.7881,+0.0478
Q12866,L2,44573,875,EF1%,41.0037,45.3440,+4.3402
Q12866,L2,44573,875,EF5%,16.4317,14.4892,-1.9426
Q12866,L2,44573,875,AUROC,0.9665,0.9429,-0.0236
Q12879,L2,611,12,EF1%,14.5476,50.9167,+36.3690
Q12879,L2,611,12,EF5%,14.7823,18.0672,+3.2849
Q12879,L2,611,12,AUROC,0.9725,0.9719,-0.0006
Q12884,L2,6214,121,EF1%,38.3127,22.8246,-15.4881
Q12884,L2,6214,121,EF5%,14.3663,5.9447,-8.4216
Q12884,L2,6214,121,AUROC,0.9590,0.8108,-0.1483
Q12931,L2,561,11,EF1%,0.0000,0.0000,+0.0000
Q12931,L2,561,11,EF5%,0.0000,0.0000,+0.0000
Q12931,L2,561,11,AUROC,0.4477,0.4830,+0.0353
Q13043,L2,765,15,EF1%,44.6250,51.0000,+6.3750
Q13043,L2,765,15,EF5%,17.0000,17.0000,+0.0000
Q13043,L2,765,15,AUROC,0.9482,0.9296,-0.0186
Q13085,L2,1172,23,EF1%,8.4928,50.9565,+42.4638
Q13085,L2,1172,23,EF5%,9.5004,19.8644,+10.3640
Q13085,L2,1172,23,AUROC,0.9423,1.0000,+0.0577
Q13133,L2,560,11,EF1%,50.9091,50.9091,+0.0000
Q13133,L2,560,11,EF5%,18.1818,18.1818,+0.0000
Q13133,L2,560,11,AUROC,0.9786,0.9360,-0.0426
Q13153,L2,813,16,EF1%,0.0000,0.0000,+0.0000
Q13153,L2,813,16,EF5%,1.2393,6.1966,+4.9573
Q13153,L2,813,16,AUROC,0.5923,0.6932,+0.1009
Q13164,L2,764,15,EF1%,31.8333,38.2000,+6.3667
Q13164,L2,764,15,EF5%,16.9778,11.7538,-5.2239
Q13164,L2,764,15,AUROC,0.9379,0.9170,-0.0208
Q13224,L2,2138,42,EF1%,46.2771,41.6494,-4.6277
Q13224,L2,2138,42,EF5%,17.6026,18.5541,+0.9515
Q13224,L2,2138,42,AUROC,0.9861,0.9714,-0.0147
Q13315,L2,10998,216,EF1%,13.8864,37.4932,+23.6068
Q13315,L2,10998,216,EF5%,9.2576,11.0165,+1.7589
Q13315,L2,10998,216,AUROC,0.8269,0.8589,+0.0321
Q13451,L2,1425,28,EF1%,50.8929,50.8929,+0.0000
Q13451,L2,1425,28,EF5%,18.3780,18.3780,+0.0000
Q13451,L2,1425,28,AUROC,0.9418,0.9663,+0.0245
Q13464,L2,9325,183,EF1%,41.1987,29.2728,-11.9259
Q13464,L2,9325,183,EF5%,15.0577,15.1669,+0.1091
Q13464,L2,9325,183,AUROC,0.8773,0.9681,+0.0908
Q13490,L2,10738,201,EF1%,53.4229,53.4229,+0.0000
Q13490,L2,10738,201,EF5%,19.9963,19.9963,+0.0000
Q13490,L2,10738,201,AUROC,0.9995,0.9998,+0.0003
Q13526,L2,714,14,EF1%,6.3750,19.1250,+12.7500
Q13526,L2,714,14,EF5%,2.8333,14.1667,+11.3333
Q13526,L2,714,14,AUROC,0.8357,0.8674,+0.0317
Q13546,L2,29958,588,EF1%,26.8331,31.5884,+4.7552
Q13546,L2,29958,588,EF5%,6.5302,9.2851,+2.7549
Q13546,L2,29958,588,AUROC,0.7388,0.8314,+0.0926
Q13547,L2,53195,1044,EF1%,40.5134,49.8037,+9.2903
Q13547,L2,53195,1044,EF5%,19.5959,19.8449,+0.2490
Q13547,L2,53195,1044,AUROC,0.9898,0.9969,+0.0071
Q13627,L2,23539,462,EF1%,17.7030,39.5080,+21.8050
Q13627,L2,23539,462,EF5%,9.0472,13.7224,+4.6751
Q13627,L2,23539,462,AUROC,0.8735,0.9293,+0.0557
Q13822,L2,10035,197,EF1%,22.6956,32.2782,+9.5826
Q13822,L2,10035,197,EF5%,6.4942,8.3207,+1.8265
Q13822,L2,10035,197,AUROC,0.7772,0.8630,+0.0858
Q13946,L2,4740,93,EF1%,12.7419,16.9892,+4.2473
Q13946,L2,4740,93,EF5%,3.4409,6.0215,+2.5806
Q13946,L2,4740,93,AUROC,0.6273,0.7865,+0.1592
Q14004,L2,2138,42,EF1%,43.9632,18.5108,-25.4524
Q14004,L2,2138,42,EF5%,14.2724,12.8451,-1.4272
Q14004,L2,2138,42,AUROC,0.8556,0.9045,+0.0489
Q14145,L2,6319,124,EF1%,49.3672,50.1634,+0.7962
Q14145,L2,6319,124,EF5%,19.3518,19.8356,+0.4838
Q14145,L2,6319,124,AUROC,0.9975,0.9986,+0.0012
Q14432,L2,2393,47,EF1%,29.7004,31.8218,+2.1215
Q14432,L2,2393,47,EF5%,12.3044,13.1530,+0.8486
Q14432,L2,2393,47,AUROC,0.8772,0.9419,+0.0647
Q14524,L2,1834,36,EF1%,0.0000,8.0439,+8.0439
Q14524,L2,1834,36,EF5%,0.0000,4.9837,+4.9837
Q14524,L2,1834,36,AUROC,0.6182,0.8582,+0.2400
Q14833,L2,8712,171,EF1%,2.3158,0.0000,-2.3158
Q14833,L2,8712,171,EF5%,2.5707,0.8180,-1.7528
Q14833,L2,8712,171,AUROC,0.8185,0.5787,-0.2399
Q14994,L2,1122,22,EF1%,51.0000,51.0000,+0.0000
Q14994,L2,1122,22,EF5%,17.0000,17.0000,+0.0000
Q14994,L2,1122,22,AUROC,0.9590,0.9515,-0.0075
Q15059,L2,1886,37,EF1%,50.9730,50.9730,+0.0000
Q15059,L2,1886,37,EF5%,19.3161,18.2430,-1.0731
Q15059,L2,1886,37,AUROC,0.9842,0.9759,-0.0082
Q15118,L2,866,17,EF1%,22.6405,11.3203,-11.3203
Q15118,L2,866,17,EF5%,10.4198,3.4733,-6.9465
Q15118,L2,866,17,AUROC,0.8487,0.5975,-0.2513
Q15119,L2,5659,62,EF1%,0.0000,0.0000,+0.0000
Q15119,L2,5659,62,EF5%,1.2901,0.3225,-0.9676
Q15119,L2,5659,62,AUROC,0.6972,0.3875,-0.3097
Q15125,L2,9017,177,EF1%,6.1580,2.2393,-3.9187
Q15125,L2,9017,177,EF5%,6.8904,4.6312,-2.2591
Q15125,L2,9017,177,AUROC,0.8376,0.7880,-0.0496
Q15561,L2,19666,386,EF1%,0.0000,0.2586,+0.2586
Q15561,L2,19666,386,EF5%,0.1036,0.2589,+0.1553
Q15561,L2,19666,386,AUROC,0.4889,0.3185,-0.1704
Q15858,L2,33625,660,EF1%,17.0831,17.2343,+0.1512
Q15858,L2,33625,660,EF5%,4.0588,5.7853,+1.7265
Q15858,L2,33625,660,AUROC,0.4724,0.8359,+0.3635
Q15910,L2,37453,735,EF1%,44.7058,44.0264,-0.6794
Q15910,L2,37453,735,EF5%,9.3588,16.4595,+7.1007
Q15910,L2,37453,735,AUROC,0.8143,0.9304,+0.1161
Q16288,L2,8460,166,EF1%,32.9766,17.3877,-15.5889
Q16288,L2,8460,166,EF5%,10.8434,9.8795,-0.9639
Q16288,L2,8460,166,AUROC,0.8218,0.8858,+0.0640
Q16539,L2,1886,37,EF1%,10.7312,8.0484,-2.6828
Q16539,L2,1886,37,EF5%,10.1946,5.3656,-4.8290
Q16539,L2,1886,37,AUROC,0.8612,0.7969,-0.0644
Q16552,L2,13346,262,EF1%,2.2808,15.5858,+13.3049
Q16552,L2,13346,262,EF5%,5.0329,10.1420,+5.1091
Q16552,L2,13346,262,AUROC,0.8492,0.8666,+0.0174
Q16602,L2,1222,24,EF1%,50.9167,50.9167,+0.0000
Q16602,L2,1222,24,EF5%,19.7097,18.8884,-0.8212
Q16602,L2,1222,24,AUROC,0.9999,0.9975,-0.0024
Q16620,L2,9586,188,EF1%,26.0258,15.4030,-10.6228
Q16620,L2,9586,188,EF5%,9.3480,10.1979,+0.8498
Q16620,L2,9586,188,AUROC,0.8967,0.9238,+0.0270
Q16678,L2,1578,31,EF1%,9.5444,0.0000,-9.5444
Q16678,L2,1578,31,EF5%,5.7991,2.5774,-3.2217
Q16678,L2,1578,31,AUROC,0.7797,0.6197,-0.1600
Q16740,L2,1631,32,EF1%,2.9982,50.9688,+47.9706
Q16740,L2,1631,32,EF5%,3.1079,15.5393,+12.4314
Q16740,L2,1631,32,AUROC,0.8801,0.9692,+0.0891
Q16769,L2,3416,67,EF1%,36.4179,39.3313,+2.9134
Q16769,L2,3416,67,EF5%,9.5411,10.1374,+0.5963
Q16769,L2,3416,67,AUROC,0.8554,0.6662,-0.1892
Q16790,L2,12738,250,EF1%,34.6314,42.9907,+8.3593
Q16790,L2,12738,250,EF5%,12.9580,16.7174,+3.7594
Q16790,L2,12738,250,AUROC,0.8660,0.9062,+0.0402
Q16873,L2,560,11,EF1%,0.0000,0.0000,+0.0000
Q16873,L2,560,11,EF5%,0.0000,1.8182,+1.8182
Q16873,L2,560,11,AUROC,0.4672,0.7620,+0.2948
Q2M2I8,L2,3212,63,EF1%,47.8942,47.8942,+0.0000
Q2M2I8,L2,3212,63,EF5%,17.7336,19.6336,+1.9000
Q2M2I8,L2,3212,63,AUROC,0.9878,0.9939,+0.0061
Q32ZE1,L2,7646,150,EF1%,0.0000,0.0000,+0.0000
Q32ZE1,L2,7646,150,EF5%,0.0000,1.5971,+1.5971
Q32ZE1,L2,7646,150,AUROC,0.2585,0.7868,+0.5283
Q3TBT3,L2,713,14,EF1%,0.0000,19.0982,+19.0982
Q3TBT3,L2,713,14,EF5%,0.0000,4.2440,+4.2440
Q3TBT3,L2,713,14,AUROC,0.4517,0.3624,-0.0894
Q460N5,L2,1224,24,EF1%,51.0000,51.0000,+0.0000
Q460N5,L2,1224,24,EF5%,19.7419,18.9194,-0.8226
Q460N5,L2,1224,24,AUROC,0.9989,0.9968,-0.0021
Q58F21,L2,1988,39,EF1%,20.3897,40.7795,+20.3897
Q58F21,L2,1988,39,EF5%,13.7631,13.2533,-0.5097
Q58F21,L2,1988,39,AUROC,0.9211,0.9658,+0.0447
Q5S007,L2,38710,759,EF1%,22.8717,23.9233,+1.0516
Q5S007,L2,38710,759,EF5%,6.6123,9.8262,+3.2139
Q5S007,L2,38710,759,AUROC,0.6722,0.8729,+0.2006
Q64610,L2,2800,55,EF1%,18.1818,32.7273,+14.5455
Q64610,L2,2800,55,EF5%,10.9091,16.7273,+5.8182
Q64610,L2,2800,55,AUROC,0.9194,0.9709,+0.0516
Q6P179,L2,866,17,EF1%,50.9412,50.9412,+0.0000
Q6P179,L2,866,17,EF5%,18.5241,19.6818,+1.1578
Q6P179,L2,866,17,AUROC,0.9963,0.9962,-0.0001
Q6V1X1,L2,3513,69,EF1%,43.8418,46.6703,+2.8285
Q6V1X1,L2,3513,69,EF5%,17.6460,18.8031,+1.1571
Q6V1X1,L2,3513,69,AUROC,0.9826,0.9936,+0.0110
Q72547,L2,3259,64,EF1%,50.9219,50.9219,+0.0000
Q72547,L2,3259,64,EF5%,19.9939,19.9939,+0.0000
Q72547,L2,3259,64,AUROC,1.0000,1.0000,+0.0000
Q86TI2,L2,2851,56,EF1%,47.3996,45.6441,-1.7555
Q86TI2,L2,2851,56,EF5%,17.0889,18.1570,+1.0681
Q86TI2,L2,2851,56,AUROC,0.9744,0.9858,+0.0114
Q86U44,L2,2952,58,EF1%,5.0897,15.2690,+10.1793
Q86U44,L2,2952,58,EF5%,1.7195,14.0997,+12.3802
Q86U44,L2,2952,58,AUROC,0.6430,0.9543,+0.3113
Q86W56,L2,17373,341,EF1%,50.9472,50.9472,+0.0000
Q86W56,L2,17373,341,EF5%,19.4643,19.5229,+0.0586
Q86W56,L2,17373,341,AUROC,0.9906,0.9914,+0.0008
Q86WV6,L2,8664,170,EF1%,22.2604,32.2191,+9.9586
Q86WV6,L2,8664,170,EF5%,6.6935,8.1027,+1.4092
Q86WV6,L2,8664,170,AUROC,0.8001,0.6476,-0.1524
Q86X55,L2,2392,47,EF1%,25.4468,44.5319,+19.0851
Q86X55,L2,2392,47,EF5%,14.4199,17.3887,+2.9688
Q86X55,L2,2392,47,AUROC,0.9328,0.9555,+0.0226
Q8IVH8,L2,16916,332,EF1%,2.0980,0.5994,-1.4986
Q8IVH8,L2,16916,332,EF5%,1.3852,1.8670,+0.4818
Q8IVH8,L2,16916,332,AUROC,0.8152,0.7863,-0.0289
Q8IXJ6,L2,866,17,EF1%,11.3203,22.6405,+11.3203
Q8IXJ6,L2,866,17,EF5%,5.7888,6.9465,+1.1578
Q8IXJ6,L2,866,17,AUROC,0.8783,0.7307,-0.1476
Q8IYT8,L2,561,11,EF1%,34.0000,34.0000,+0.0000
Q8IYT8,L2,561,11,EF5%,7.0345,14.0690,+7.0345
Q8IYT8,L2,561,11,AUROC,0.6296,0.9856,+0.3560
Q8N884,L2,15690,308,EF1%,0.9734,32.7713,+31.7979
Q8N884,L2,15690,308,EF5%,4.0234,13.6277,+9.6043
Q8N884,L2,15690,308,AUROC,0.6819,0.9530,+0.2710
Q8NEB9,L2,2906,57,EF1%,5.0982,35.6877,+30.5895
Q8NEB9,L2,2906,57,EF5%,4.5395,18.8565,+14.3170
Q8NEB9,L2,2906,57,AUROC,0.9037,0.9906,+0.0869
Q8NER1,L2,2241,44,EF1%,0.0000,11.0721,+11.0721
Q8NER1,L2,2241,44,EF5%,0.0000,3.1551,+3.1551
Q8NER1,L2,2241,44,AUROC,0.2885,0.6307,+0.3421
Q8NET8,L2,15076,296,EF1%,0.0000,0.0000,+0.0000
Q8NET8,L2,15076,296,EF5%,0.6755,0.1351,-0.5404
Q8NET8,L2,15076,296,AUROC,0.5229,0.4624,-0.0605
Q8NFU5,L2,3361,66,EF1%,7.4889,10.4844,+2.9955
Q8NFU5,L2,3361,66,EF5%,9.0398,7.2318,-1.8080
Q8NFU5,L2,3361,66,AUROC,0.8607,0.9002,+0.0395
Q8NI77,L2,55528,1090,EF1%,0.0000,48.0111,+48.0111
Q8NI77,L2,55528,1090,EF5%,0.8805,17.9044,+17.0238
Q8NI77,L2,55528,1090,AUROC,0.6759,0.9779,+0.3020
Q8R4B8,L2,2954,58,EF1%,16.9770,11.8839,-5.0931
Q8R4B8,L2,2954,58,EF5%,4.1295,5.1619,+1.0324
Q8R4B8,L2,2954,58,AUROC,0.4724,0.7535,+0.2811
Q8TDV5,L2,1527,30,EF1%,44.5375,47.7188,+3.1812
Q8TDV5,L2,1527,30,EF5%,19.8312,17.8481,-1.9831
Q8TDV5,L2,1527,30,AUROC,0.9952,0.9901,-0.0051
Q8TF76,L2,1886,37,EF1%,10.7312,21.4623,+10.7312
Q8TF76,L2,1886,37,EF5%,6.9752,11.2677,+4.2925
Q8TF76,L2,1886,37,AUROC,0.6825,0.7033,+0.0208
Q92633,L2,28537,560,EF1%,10.5125,0.3564,-10.1562
Q92633,L2,28537,560,EF5%,8.3563,1.6427,-6.7136
Q92633,L2,28537,560,AUROC,0.8577,0.7527,-0.1050
Q92769,L2,17222,338,EF1%,50.9527,50.9527,+0.0000
Q92769,L2,17222,338,EF5%,19.3880,19.8018,+0.4138
Q92769,L2,17222,338,AUROC,0.9926,0.9948,+0.0023
Q92793,L2,22264,437,EF1%,43.1796,20.7902,-22.3894
Q92793,L2,22264,437,EF5%,18.7966,5.7167,-13.0798
Q92793,L2,22264,437,AUROC,0.9898,0.8417,-0.1481
Q92831,L2,2091,41,EF1%,0.0000,0.0000,+0.0000
Q92831,L2,2091,41,EF5%,0.0000,0.0000,+0.0000
Q92831,L2,2091,41,AUROC,0.5735,0.2707,-0.3028
Q92918,L2,115706,2271,EF1%,19.7550,15.3552,-4.3998
Q92918,L2,115706,2271,EF5%,7.9075,7.2734,-0.6340
Q92918,L2,115706,2271,AUROC,0.7816,0.8889,+0.1072
Q92993,L2,4737,93,EF1%,2.1223,0.0000,-2.1223
Q92993,L2,4737,93,EF5%,1.5044,0.2149,-1.2895
Q92993,L2,4737,93,AUROC,0.7587,0.6675,-0.0912
Q93009,L2,14926,293,EF1%,50.9420,50.9420,+0.0000
Q93009,L2,14926,293,EF5%,19.5721,19.0265,-0.5456
Q93009,L2,14926,293,AUROC,0.9936,0.9871,-0.0064
Q96GG9,L2,25985,510,EF1%,10.3862,4.8991,-5.4870
Q96GG9,L2,25985,510,EF5%,9.5631,3.9585,-5.6046
Q96GG9,L2,25985,510,AUROC,0.8904,0.7032,-0.1872
Q96KQ7,L2,1733,34,EF1%,50.9706,50.9706,+0.0000
Q96KQ7,L2,1733,34,EF5%,18.1619,19.9195,+1.7576
